TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
007b3a20a6f118f5520319bcf7f87454,338b97f9900bcb98,root,frontend-579b9bff58-t2dbm,hipstershop.Frontend/Recv.,1661149254682931245,1661149258450943908,3768012
007b3a20a6f118f5520319bcf7f87454,b4c2c9aea984dcbc,338b97f9900bcb98,frontend-579b9bff58-t2dbm,hipstershop.CheckoutService/PlaceOrder,1661149254683110964,1661149255393300151,710189
007b3a20a6f118f5520319bcf7f87454,18768340c76a1ed2,338b97f9900bcb98,frontend-579b9bff58-t2dbm,hipstershop.RecommendationService/ListRecommendations,1661149255393368562,1661149256541647296,1148278
007b3a20a6f118f5520319bcf7f87454,2fda78161de07c82,338b97f9900bcb98,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661149256541668680,1661149256939761464,398092
007b3a20a6f118f5520319bcf7f87454,00fde00a4ee81635,b4c2c9aea984dcbc,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/PlaceOrder,1661149254685585317,1661149255392458295,706872
007b3a20a6f118f5520319bcf7f87454,efcab597664b9711,4883efb6dc6ba58b,checkoutservice-578fcf4766-9csqn,hipstershop.CartService/GetCart,1661149254686181794,1661149254693661763,7479
007b3a20a6f118f5520319bcf7f87454,d68592b023737efb,7aaddc982d2f09b4,checkoutservice-578fcf4766-9csqn,hipstershop.ProductCatalogService/GetProduct,1661149254694227188,1661149255341663994,647436
007b3a20a6f118f5520319bcf7f87454,4750914c5e1a01b9,15fdda50cca4d6ab,checkoutservice-578fcf4766-9csqn,hipstershop.ShippingService/GetQuote,1661149255351019258,1661149255358888266,7869
007b3a20a6f118f5520319bcf7f87454,e689ac9d2a146ceb,4d9f03f863e95912,checkoutservice-578fcf4766-9csqn,hipstershop.PaymentService/Charge,1661149255365463501,1661149255373201708,7738
007b3a20a6f118f5520319bcf7f87454,0d3ff2786e4d32f6,41dcf6b3d90dcfe7,checkoutservice-578fcf4766-9csqn,hipstershop.ShippingService/ShipOrder,1661149255373630276,1661149255378664982,5034
