TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
00f8e6e1f15b49011ec47631f6dcb7d2,3fc3fabdb6daff05,root,frontend-579b9bff58-t2dbm,hipstershop.Frontend/Recv.,1661262598650629091,1661262600886813913,2236184
00f8e6e1f15b49011ec47631f6dcb7d2,e0fe6917097011a2,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.CheckoutService/PlaceOrder,1661262598650810481,1661262600736901637,2086091
00f8e6e1f15b49011ec47631f6dcb7d2,a7d12c0ff36d7b1c,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.RecommendationService/ListRecommendations,1661262600736978588,1661262600745393555,8414
00f8e6e1f15b49011ec47631f6dcb7d2,076f7fe4d5b08b06,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661262600745414960,1661262600749423187,4008
00f8e6e1f15b49011ec47631f6dcb7d2,5a4639d26aa64f57,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661262600749473500,1661262600753225411,3751
00f8e6e1f15b49011ec47631f6dcb7d2,3d1ac90b6de977e5,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661262600753246247,1661262600756929657,3683
00f8e6e1f15b49011ec47631f6dcb7d2,70686442330c3641,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661262600756937956,1661262600760253643,3315
00f8e6e1f15b49011ec47631f6dcb7d2,381bb8eb1239aa83,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661262600760262409,1661262600763660839,3398
00f8e6e1f15b49011ec47631f6dcb7d2,4813f4844aac34ed,3fc3fabdb6daff05,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/GetSupportedCurrencies,1661262600763670107,1661262600886484317,122814
00f8e6e1f15b49011ec47631f6dcb7d2,70367844ed482bd0,e0fe6917097011a2,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/PlaceOrder,1661262598654209091,1661262600735117430,2080908
00f8e6e1f15b49011ec47631f6dcb7d2,647d1de06ac10698,2f93aebb6169e951,checkoutservice-578fcf4766-9csqn,hipstershop.CartService/GetCart,1661262598654524220,1661262598663560528,9036
00f8e6e1f15b49011ec47631f6dcb7d2,ea876cd2cbf441b7,8ea4994b0fa1f528,checkoutservice-578fcf4766-9csqn,hipstershop.ProductCatalogService/GetProduct,1661262598663790264,1661262598673781238,9990
00f8e6e1f15b49011ec47631f6dcb7d2,0a62e11c98c3033c,6a948c8cf768fee1,checkoutservice-578fcf4766-9csqn,hipstershop.ShippingService/GetQuote,1661262598685421790,1661262598694210394,8788
00f8e6e1f15b49011ec47631f6dcb7d2,d473a3519a0300cd,138e2b85ae9453e8,checkoutservice-578fcf4766-9csqn,hipstershop.PaymentService/Charge,1661262598698999798,1661262598708323074,9323
00f8e6e1f15b49011ec47631f6dcb7d2,968f2d0663916dbb,b342f5ff9b726128,checkoutservice-578fcf4766-9csqn,hipstershop.ShippingService/ShipOrder,1661262598708801737,1661262598714225693,5423
00f8e6e1f15b49011ec47631f6dcb7d2,192d6d163dd199b5,3d2e9cc882c5388d,checkoutservice-578fcf4766-9csqn,hipstershop.CartService/EmptyCart,1661262598714372267,1661262598720420470,6048
00f8e6e1f15b49011ec47631f6dcb7d2,a8a89173c1401970,968399981c1fc93f,checkoutservice-578fcf4766-9csqn,hipstershop.EmailService/SendOrderConfirmation,1661262598720517535,1661262600734896512,2014378
00f8e6e1f15b49011ec47631f6dcb7d2,610c4e165c7958e4,70367844ed482bd0,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/PrepareOrderItemsAndShippingQuoteFromCart,1661262598654376420,1661262598698865626,44489
00f8e6e1f15b49011ec47631f6dcb7d2,2f93aebb6169e951,610c4e165c7958e4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/GetUserCart,1661262598654399389,1661262598663674152,9274
00f8e6e1f15b49011ec47631f6dcb7d2,8ea4994b0fa1f528,610c4e165c7958e4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/PrepOrderItems,1661262598663681240,1661262598685123586,21442
00f8e6e1f15b49011ec47631f6dcb7d2,3cb5c95271d8bbdc,8ea4994b0fa1f528,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ConvertCurrency,1661262598673815079,1661262598684848031,11032
00f8e6e1f15b49011ec47631f6dcb7d2,6a948c8cf768fee1,610c4e165c7958e4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/QuoteShipping,1661262598685132231,1661262598694286275,9154
00f8e6e1f15b49011ec47631f6dcb7d2,4bc3d654e24dc28a,610c4e165c7958e4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ConvertCurrency,1661262598694292433,1661262598698823258,4530
00f8e6e1f15b49011ec47631f6dcb7d2,138e2b85ae9453e8,70367844ed482bd0,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ChargeCard,1661262598698874971,1661262598708535687,9660
00f8e6e1f15b49011ec47631f6dcb7d2,b342f5ff9b726128,70367844ed482bd0,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ShipOrder,1661262598708674073,1661262598714294344,5620
00f8e6e1f15b49011ec47631f6dcb7d2,3d2e9cc882c5388d,70367844ed482bd0,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/EmptyUserCart,1661262598714298154,1661262598720464891,6166
00f8e6e1f15b49011ec47631f6dcb7d2,968399981c1fc93f,70367844ed482bd0,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/SendOrderConfirmation,1661262598720468959,1661262600735051093,2014582
00f8e6e1f15b49011ec47631f6dcb7d2,5e943b7bb02fcb44,647d1de06ac10698,cartservice-579f59597d-wc2lz,hipstershop.CartService/GetCart,1661262598659794100,1661262598660616100,822
