Time,TimeStamp,PodName,CpuUsage(m),CpuUsageRate(%),MemoryUsage(Mi),MemoryUsageRate(%),SyscallRead,SyscallWrite,NetworkReceiveBytes,NetworkTransmitBytes,PodClientLatencyP90(s),PodServerLatencyP90(s),PodClientLatencyP95(s),PodServerLatencyP95(s),PodClientLatencyP99(s),PodServerLatencyP99(s),PodWorkload(Ops),PodSuccessRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%),NodeNetworkReceiveBytes
2023-01-27 02:09:05.013822676 +0000 UTC m=+2.747812283,1674785345,ts-wait-order-service-648c4958b8-hhshq,2.375325375000159,0.4750650750000318,375.609375,18.78046875,0,0,966.146012523223,24588.24743686782,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.1700305043661263,14.252875806390627,1358.3666666666666
2023-01-27 02:10:04.296373509 +0000 UTC m=+62.030363103,1674785404,ts-wait-order-service-648c4958b8-hhshq,2.578213745363149,0.5156427490726299,375.70703125,18.7853515625,0,0,1403.0049343017133,39456.72783722349,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.232607696476562,14.25616906362939,1381.1333333333334
2023-01-27 02:11:04.751395394 +0000 UTC m=+122.485384988,1674785464,ts-wait-order-service-648c4958b8-hhshq,2.1319899740580435,0.4263889536769068,375.96484375,18.7982421875,0,0,983.7454499811723,22506.77795908121,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.23296831899391,14.261609036697864,1522.5
2023-01-27 02:12:04.46507107 +0000 UTC m=+182.199060683,1674785524,ts-wait-order-service-648c4958b8-hhshq,2.267219505902727,0.4534346192829725,376.328125,18.81640625,0,0,890.6105457909343,20730.63135985199,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.2403942532629442,14.246850365368594,1417.3333333333333
2023-01-27 02:13:04.518795619 +0000 UTC m=+242.252785225,1674785584,ts-wait-order-service-648c4958b8-hhshq,2.2504140761532887,0.4500640154333003,376.85546875,18.8427734375,0,0,1143.247676325861,32430.836522689995,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.1827148110923447,14.265780495866961,1648.7666666666667
2023-01-27 02:14:04.451357575 +0000 UTC m=+302.185347170,1674785644,ts-wait-order-service-648c4958b8-hhshq,4.25447474220698,0.850894948441396,377.015625,18.85078125,0,0,1693.980440988884,43255.9071858106,0.0175,0,0.02125,0,0.024249999999999994,0,0,0,1.1828136754957308,14.263414229554666,1668.3666666666666
2023-01-27 02:15:04.111025191 +0000 UTC m=+361.845014795,1674785704,ts-wait-order-service-648c4958b8-hhshq,2.602650004303769,0.5205300008607537,377.25390625,18.8626953125,0,0,860.2622483129423,19687.05766171065,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.2952826640987292,14.246264897415037,1726.1333333333334
2023-01-27 02:16:04.490837939 +0000 UTC m=+422.224827554,1674785764,ts-wait-order-service-648c4958b8-hhshq,1.2224271666667619,0.24448543333335238,377.4375,18.871875,0,0,1065.5702842560431,25369.178422059973,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.2067309699689055,14.262658000114653,972.4333333333333
2023-01-27 02:17:04.535769803 +0000 UTC m=+482.269759397,1674785824,ts-wait-order-service-648c4958b8-hhshq,9.912727788394584,1.9825455576789168,378.921875,18.94609375,0,0,1100.4749967014118,23695.012534635178,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.3122153035892592,14.278929130323947,29138.433333333334
2023-01-27 02:18:04.467570489 +0000 UTC m=+542.201560096,1674785884,ts-wait-order-service-648c4958b8-hhshq,3.9543395685472738,0.7908679137094548,379.2890625,18.964453125,0,0,722.9524021682631,13440.001485111754,0.0046,0,0.0048,0,0.004959999999999999,0,0,0,1.1661442006408396,14.293517040166762,1067.7666666666667
