Time,TimeStamp,ServiceName,SuccessRate(%),LatencyP50(s),LatencyP90(s),LatencyP95(s),LatencyP99(s)
2022-08-14 01:55:47.868173802 +0000 UTC m=+0.099975157,1660442147,Frontend,100,0.17727272727272725,0.4875,0.7624999999999997,1.6299999999999928
2022-08-14 01:56:47.854880327 +0000 UTC m=+60.086681687,1660442207,Frontend,100,0.1923076923076923,0.6363636363636362,0.9090909090909083,2.049999999999998
2022-08-14 01:57:47.860360869 +0000 UTC m=+120.092162224,1660442267,Frontend,100,0.165,0.7083333333333333,0.9583333333333329,2.1399999999999992
2022-08-14 01:58:47.856369589 +0000 UTC m=+180.088170951,1660442327,Frontend,100,0.24516129032258066,0.8892857142857142,0.9982142857142857,2.1950000000000007
2022-08-14 01:59:47.851303696 +0000 UTC m=+240.083105088,1660442387,Frontend,100,0.1737704918032787,0.5,0.7499999999999998,0.95
2022-08-14 02:00:47.85436989 +0000 UTC m=+300.086171243,1660442447,Frontend,100,0.15892857142857145,0.45500000000000007,0.589285714285714,0.9178571428571425
2022-08-14 02:01:47.854545603 +0000 UTC m=+360.086346968,1660442507,Frontend,100,0.1421875,0.4204545454545453,0.6249999999999996,0.9249999999999998
2022-08-14 02:02:47.921968716 +0000 UTC m=+420.153770091,1660442567,Frontend,100,0.14772727272727273,0.7000000000000001,1,2.2
2022-08-14 02:03:47.880060216 +0000 UTC m=+480.111861589,1660442627,Frontend,100,0.1723684210526316,0.5722222222222217,0.8972222222222217,2.061249999999998
2022-08-14 02:04:47.883114095 +0000 UTC m=+540.114915471,1660442687,Frontend,100,0.1782608695652174,0.6555555555555548,0.9944444444444436,2.195
2022-08-14 02:05:47.868824025 +0000 UTC m=+600.100625380,1660442747,Frontend,100,0.23312499999999997,0.7833333333333335,0.910185185185185,1.4724999999999995
2022-08-14 02:06:47.868443013 +0000 UTC m=+660.100244377,1660442807,Frontend,100,0.16036585365853662,0.45564516129032273,0.5535714285714293,0.9107142857142854
2022-08-14 02:07:47.862552203 +0000 UTC m=+720.094353576,1660442867,Frontend,100,0.203448275862069,0.9470588235294122,1.615,2.3229999999999995
2022-08-14 02:08:47.865912408 +0000 UTC m=+780.097713765,1660442927,Frontend,100,0.162109375,0.42840909090909096,0.5350000000000001,1.5024999999999964
2022-08-14 02:09:47.871277961 +0000 UTC m=+840.103079317,1660442987,Frontend,100,0.18194444444444444,0.6617647058823526,0.8455882352941172,0.9926470588235291
2022-08-14 02:10:47.876220481 +0000 UTC m=+900.108021835,1660443047,Frontend,100,0.16696428571428573,0.48863636363636387,0.7500000000000006,0.9863636363636379
2022-08-14 02:11:47.871684165 +0000 UTC m=+960.103485521,1660443107,Frontend,100,0.16785714285714287,0.4531249999999999,0.6406249999999987,0.9781249999999999
2022-08-14 02:12:47.870313992 +0000 UTC m=+1020.102115357,1660443167,Frontend,100,1.5261194029850746,2.323134328358209,2.422761194029851,2.7750000000000337
2022-08-14 02:13:47.867353786 +0000 UTC m=+1080.099155144,1660443227,Frontend,100,1.62109375,2.34296875,2.433203125,3.0750000000000055
2022-08-14 02:14:47.872518851 +0000 UTC m=+1140.104320204,1660443287,Frontend,100,1.5261194029850746,2.323134328358209,2.422761194029851,2.775000000000004
2022-08-14 02:15:47.908805007 +0000 UTC m=+1200.140606373,1660443347,Frontend,100,1.9545454545454546,4.1000000000000005,4.55,4.91
2022-08-14 02:16:47.867631074 +0000 UTC m=+1260.099432431,1660443407,Frontend,100,1.6447368421052633,2.4763157894736847,3.5892857142857157,4.717857142857142
2022-08-14 02:17:47.868877436 +0000 UTC m=+1320.100678801,1660443467,Frontend,100,0.3392857142857143,1.8946428571428577,2.1973214285714286,2.439464285714286
2022-08-14 02:18:47.864067885 +0000 UTC m=+1380.095869240,1660443527,Frontend,100,0.2011627906976744,0.68,0.8899999999999993,1.8700000000000006
2022-08-14 02:19:47.871103697 +0000 UTC m=+1440.102905056,1660443587,Frontend,100,0.16509433962264147,0.465,0.6722222222222218,0.9344444444444442
2022-08-14 02:20:47.86327481 +0000 UTC m=+1500.095076167,1660443647,Frontend,100,0.24117647058823533,0.7850000000000003,0.9425,2.027500000000004
